,id,type,PlanArea,Longitude,Latitude,YearBuilt,NumberOfStories,RoofShape,DWSII,BuildingType,OccupancyClass,MeanRoofHt,RoofSlope,geometry
621,,,,,,,,Flat,167,Wood,RES3,,1.05,
622,,,,,,,,Flat,167,Wood,RES3,,1.05,
623,,,,,,,,Flat,167,Wood,RES3,,1.05,
624,,,,,,,,Flat,167,Wood,RES3,,1.05,
625,,,,,,,,Flat,167,Wood,RES3,,1.05,
626,,,,,,,,Flat,167,Wood,RES3,,1.05,
627,,,,,,,,Flat,167,Wood,RES3,,1.05,
628,,,,,,,,Flat,167,Wood,RES3,,1.05,
629,,,,,,,,Flat,167,Wood,RES3,,1.05,
630,,,,,,,,Flat,167,Wood,RES3,,1.05,
631,,,,,,,,Flat,167,Wood,RES3,,1.05,
632,,,,,,,,Flat,167,Wood,RES3,,1.05,
633,,,,,,,,Flat,167,Wood,RES3,,1.05,
634,,,,,,,,Flat,167,Wood,RES3,,1.05,
635,,,,,,,,Flat,167,Wood,RES3,,1.05,
636,,,,,,,,Flat,167,Wood,RES3,,1.05,
637,,,,,,,,Flat,167,Wood,RES3,,1.05,
638,,,,,,,,Flat,167,Wood,RES3,,1.05,
639,,,,,,,,Flat,167,Wood,RES3,,1.05,
640,,,,,,,,Flat,167,Wood,RES3,,1.05,
641,,,,,,,,Flat,167,Wood,RES3,,1.05,
642,,,,,,,,Flat,167,Wood,RES3,,1.05,
643,,,,,,,,Flat,167,Wood,RES3,,1.05,
644,,,,,,,,Flat,167,Wood,RES3,,1.05,
645,,,,,,,,Flat,167,Wood,RES3,,1.05,
646,,,,,,,,Flat,167,Wood,RES3,,1.05,
647,,,,,,,,Flat,167,Wood,RES3,,1.05,
648,,,,,,,,Flat,167,Wood,RES3,,1.05,
649,,,,,,,,Flat,167,Wood,RES3,,1.05,
650,,,,,,,,Flat,167,Wood,RES3,,1.05,
651,,,,,,,,Flat,167,Wood,RES3,,1.05,
652,,,,,,,,Flat,167,Wood,RES3,,1.05,
653,,,,,,,,Flat,167,Wood,RES3,,1.05,
654,,,,,,,,Flat,167,Wood,RES3,,1.05,
655,,,,,,,,Flat,167,Wood,RES3,,1.05,
656,,,,,,,,Flat,167,Wood,RES3,,1.05,
657,,,,,,,,Flat,167,Wood,RES3,,1.05,
658,,,,,,,,Flat,167,Wood,RES3,,1.05,
659,,,,,,,,Flat,167,Wood,RES3,,1.05,
660,,,,,,,,Flat,167,Wood,RES3,,1.05,
661,,,,,,,,Flat,167,Wood,RES3,,1.05,
662,,,,,,,,Flat,167,Wood,RES3,,1.05,
663,,,,,,,,Flat,167,Wood,RES3,,1.05,
664,,,,,,,,Flat,167,Wood,RES3,,1.05,
665,,,,,,,,Flat,167,Wood,RES3,,1.05,
666,,,,,,,,Flat,167,Wood,RES3,,1.05,
667,,,,,,,,Flat,167,Wood,RES3,,1.05,
668,,,,,,,,Flat,167,Wood,RES3,,1.05,
669,,,,,,,,Flat,167,Wood,RES3,,1.05,
670,,,,,,,,Flat,167,Wood,RES3,,1.05,
671,,,,,,,,Flat,167,Wood,RES3,,1.05,
672,,,,,,,,Flat,167,Wood,RES3,,1.05,
673,,,,,,,,Flat,167,Wood,RES3,,1.05,
674,,,,,,,,Flat,167,Wood,RES3,,1.05,
675,,,,,,,,Flat,167,Wood,RES3,,1.05,
676,,,,,,,,Flat,167,Wood,RES3,,1.05,
677,,,,,,,,Flat,167,Wood,RES3,,1.05,
678,,,,,,,,Flat,167,Wood,RES3,,1.05,
679,,,,,,,,Flat,167,Wood,RES3,,1.05,
680,,,,,,,,Flat,167,Wood,RES3,,1.05,
681,,,,,,,,Flat,167,Wood,RES3,,1.05,
682,,,,,,,,Flat,167,Wood,RES3,,1.05,
683,,,,,,,,Flat,167,Wood,RES3,,1.05,
684,,,,,,,,Flat,167,Wood,RES3,,1.05,
685,,,,,,,,Flat,167,Wood,RES3,,1.05,
686,,,,,,,,Flat,167,Wood,RES3,,1.05,
687,,,,,,,,Flat,167,Wood,RES3,,1.05,
688,,,,,,,,Flat,167,Wood,RES3,,1.05,
689,,,,,,,,Flat,167,Wood,RES3,,1.05,
690,,,,,,,,Flat,167,Wood,RES3,,1.05,
691,,,,,,,,Flat,167,Wood,RES3,,1.05,
692,,,,,,,,Flat,167,Wood,RES3,,1.05,
693,,,,,,,,Flat,167,Wood,RES3,,1.05,
694,,,,,,,,Flat,167,Wood,RES3,,1.05,
695,,,,,,,,Flat,167,Wood,RES3,,1.05,
696,,,,,,,,Flat,167,Wood,RES3,,1.05,
697,,,,,,,,Flat,167,Wood,RES3,,1.05,
698,,,,,,,,Flat,167,Wood,RES3,,1.05,
699,,,,,,,,Flat,167,Wood,RES3,,1.05,
700,,,,,,,,Flat,167,Wood,RES3,,1.05,
701,,,,,,,,Flat,167,Wood,RES3,,1.05,
702,,,,,,,,Flat,167,Wood,RES3,,1.05,
703,,,,,,,,Flat,167,Wood,RES3,,1.05,
704,,,,,,,,Flat,167,Wood,RES3,,1.05,
705,,,,,,,,Flat,167,Wood,RES3,,1.05,
706,,,,,,,,Flat,167,Wood,RES3,,1.05,
707,,,,,,,,Flat,167,Wood,RES3,,1.05,
708,,,,,,,,Flat,167,Wood,RES3,,1.05,
709,,,,,,,,Flat,167,Wood,RES3,,1.05,
710,,,,,,,,Flat,167,Wood,RES3,,1.05,
711,,,,,,,,Flat,167,Wood,RES3,,1.05,
712,,,,,,,,Flat,167,Wood,RES3,,1.05,
713,,,,,,,,Flat,167,Wood,RES3,,1.05,
714,,,,,,,,Flat,167,Wood,RES3,,1.05,
715,,,,,,,,Flat,167,Wood,RES3,,1.05,
716,,,,,,,,Flat,167,Wood,RES3,,1.05,
717,,,,,,,,Flat,167,Wood,RES3,,1.05,
718,,,,,,,,Flat,167,Wood,RES3,,1.05,
719,,,,,,,,Flat,167,Wood,RES3,,1.05,
720,,,,,,,,Flat,167,Wood,RES3,,1.05,
721,,,,,,,,Flat,167,Wood,RES3,,1.05,
722,,,,,,,,Flat,167,Wood,RES3,,1.05,
723,,,,,,,,Flat,167,Wood,RES3,,1.05,
724,,,,,,,,Flat,167,Wood,RES3,,1.05,
725,,,,,,,,Flat,167,Wood,RES3,,1.05,
726,,,,,,,,Flat,167,Wood,RES3,,1.05,
727,,,,,,,,Flat,167,Wood,RES3,,1.05,
728,,,,,,,,Flat,167,Wood,RES3,,1.05,
729,,,,,,,,Flat,167,Wood,RES3,,1.05,
730,,,,,,,,Flat,167,Wood,RES3,,1.05,
731,,,,,,,,Flat,167,Wood,RES3,,1.05,
732,,,,,,,,Flat,167,Wood,RES3,,1.05,
733,,,,,,,,Flat,167,Wood,RES3,,1.05,
734,,,,,,,,Flat,167,Wood,RES3,,1.05,
735,,,,,,,,Flat,167,Wood,RES3,,1.05,
736,,,,,,,,Flat,167,Wood,RES3,,1.05,
737,,,,,,,,Flat,167,Wood,RES3,,1.05,
738,,,,,,,,Flat,167,Wood,RES3,,1.05,
739,,,,,,,,Flat,167,Wood,RES3,,1.05,
740,,,,,,,,Flat,167,Wood,RES3,,1.05,
741,,,,,,,,Flat,167,Wood,RES3,,1.05,
742,,,,,,,,Flat,167,Wood,RES3,,1.05,
743,,,,,,,,Flat,167,Wood,RES3,,1.05,
744,,,,,,,,Flat,167,Wood,RES3,,1.05,
745,,,,,,,,Flat,167,Wood,RES3,,1.05,
746,,,,,,,,Flat,167,Wood,RES3,,1.05,
747,,,,,,,,Flat,167,Wood,RES3,,1.05,
748,,,,,,,,Flat,167,Wood,RES3,,1.05,
749,,,,,,,,Flat,167,Wood,RES3,,1.05,
750,,,,,,,,Flat,167,Wood,RES3,,1.05,
751,,,,,,,,Flat,167,Wood,RES3,,1.05,
752,,,,,,,,Flat,167,Wood,RES3,,1.05,
753,,,,,,,,Flat,167,Wood,RES3,,1.05,
754,,,,,,,,Flat,167,Wood,RES3,,1.05,
755,,,,,,,,Flat,167,Wood,RES3,,1.05,
756,,,,,,,,Flat,167,Wood,RES3,,1.05,
757,,,,,,,,Flat,167,Wood,RES3,,1.05,
758,,,,,,,,Flat,167,Wood,RES3,,1.05,
759,,,,,,,,Flat,167,Wood,RES3,,1.05,
760,,,,,,,,Flat,167,Wood,RES3,,1.05,
761,,,,,,,,Flat,167,Wood,RES3,,1.05,
762,,,,,,,,Flat,167,Wood,RES3,,1.05,
763,,,,,,,,Flat,167,Wood,RES3,,1.05,
764,,,,,,,,Flat,167,Wood,RES3,,1.05,
765,,,,,,,,Flat,167,Wood,RES3,,1.05,
766,,,,,,,,Flat,167,Wood,RES3,,1.05,
767,,,,,,,,Flat,167,Wood,RES3,,1.05,
768,,,,,,,,Flat,167,Wood,RES3,,1.05,
769,,,,,,,,Flat,167,Wood,RES3,,1.05,
770,,,,,,,,Flat,167,Wood,RES3,,1.05,
771,,,,,,,,Flat,167,Wood,RES3,,1.05,
772,,,,,,,,Flat,167,Wood,RES3,,1.05,
773,,,,,,,,Flat,167,Wood,RES3,,1.05,
774,,,,,,,,Flat,167,Wood,RES3,,1.05,
775,,,,,,,,Flat,167,Wood,RES3,,1.05,
776,,,,,,,,Flat,167,Wood,RES3,,1.05,
777,,,,,,,,Flat,167,Wood,RES3,,1.05,
778,,,,,,,,Flat,167,Wood,RES3,,1.05,
779,,,,,,,,Flat,167,Wood,RES3,,1.05,
780,,,,,,,,Flat,167,Wood,RES3,,1.05,
781,,,,,,,,Flat,167,Wood,RES3,,1.05,
782,,,,,,,,Flat,167,Wood,RES3,,1.05,
783,,,,,,,,Flat,167,Wood,RES3,,1.05,
784,,,,,,,,Flat,167,Wood,RES3,,1.05,
785,,,,,,,,Flat,167,Wood,RES3,,1.05,
786,,,,,,,,Flat,167,Wood,RES3,,1.05,
787,,,,,,,,Flat,167,Wood,RES3,,1.05,
788,,,,,,,,Flat,167,Wood,RES3,,1.05,
789,,,,,,,,Flat,167,Wood,RES3,,1.05,
790,,,,,,,,Flat,167,Wood,RES3,,1.05,
791,,,,,,,,Flat,167,Wood,RES3,,1.05,
792,,,,,,,,Flat,167,Wood,RES3,,1.05,
793,,,,,,,,Flat,167,Wood,RES3,,1.05,
794,,,,,,,,Flat,167,Wood,RES3,,1.05,
795,,,,,,,,Flat,167,Wood,RES3,,1.05,
796,,,,,,,,Flat,167,Wood,RES3,,1.05,
797,,,,,,,,Flat,167,Wood,RES3,,1.05,
798,,,,,,,,Flat,167,Wood,RES3,,1.05,
799,,,,,,,,Flat,167,Wood,RES3,,1.05,
800,,,,,,,,Flat,167,Wood,RES3,,1.05,
801,,,,,,,,Flat,167,Wood,RES3,,1.05,
802,,,,,,,,Flat,167,Wood,RES3,,1.05,
803,,,,,,,,Flat,167,Wood,RES3,,1.05,
804,,,,,,,,Flat,167,Wood,RES3,,1.05,
805,,,,,,,,Flat,167,Wood,RES3,,1.05,
806,,,,,,,,Flat,167,Wood,RES3,,1.05,
807,,,,,,,,Flat,167,Wood,RES3,,1.05,
808,,,,,,,,Flat,167,Wood,RES3,,1.05,
809,,,,,,,,Flat,167,Wood,RES3,,1.05,
810,,,,,,,,Flat,167,Wood,RES3,,1.05,
811,,,,,,,,Flat,167,Wood,RES3,,1.05,
812,,,,,,,,Flat,167,Wood,RES3,,1.05,
813,,,,,,,,Flat,167,Wood,RES3,,1.05,
814,,,,,,,,Flat,167,Wood,RES3,,1.05,
815,,,,,,,,Flat,167,Wood,RES3,,1.05,
816,,,,,,,,Flat,167,Wood,RES3,,1.05,
817,,,,,,,,Flat,167,Wood,RES3,,1.05,
818,,,,,,,,Flat,167,Wood,RES3,,1.05,
819,,,,,,,,Flat,167,Wood,RES3,,1.05,
820,,,,,,,,Flat,167,Wood,RES3,,1.05,
821,,,,,,,,Flat,167,Wood,RES3,,1.05,
822,,,,,,,,Flat,167,Wood,RES3,,1.05,
823,,,,,,,,Flat,167,Wood,RES3,,1.05,
824,,,,,,,,Flat,167,Wood,RES3,,1.05,
825,,,,,,,,Flat,167,Wood,RES3,,1.05,
826,,,,,,,,Flat,167,Wood,RES3,,1.05,
827,,,,,,,,Flat,167,Wood,RES3,,1.05,
828,,,,,,,,Flat,167,Wood,RES3,,1.05,
829,,,,,,,,Flat,167,Wood,RES3,,1.05,
830,,,,,,,,Flat,167,Wood,RES3,,1.05,
831,,,,,,,,Flat,167,Wood,RES3,,1.05,
832,,,,,,,,Flat,167,Wood,RES3,,1.05,
833,,,,,,,,Flat,167,Wood,RES3,,1.05,
834,,,,,,,,Flat,167,Wood,RES3,,1.05,
835,,,,,,,,Flat,167,Wood,RES3,,1.05,
836,,,,,,,,Flat,167,Wood,RES3,,1.05,
837,,,,,,,,Flat,167,Wood,RES3,,1.05,
838,,,,,,,,Flat,167,Wood,RES3,,1.05,
839,,,,,,,,Flat,167,Wood,RES3,,1.05,
840,,,,,,,,Flat,167,Wood,RES3,,1.05,
841,,,,,,,,Flat,167,Wood,RES3,,1.05,
842,,,,,,,,Flat,167,Wood,RES3,,1.05,
843,,,,,,,,Flat,167,Wood,RES3,,1.05,
844,,,,,,,,Flat,167,Wood,RES3,,1.05,
845,,,,,,,,Flat,167,Wood,RES3,,1.05,
846,,,,,,,,Flat,167,Wood,RES3,,1.05,
847,,,,,,,,Flat,167,Wood,RES3,,1.05,
848,,,,,,,,Flat,167,Wood,RES3,,1.05,
849,,,,,,,,Flat,167,Wood,RES3,,1.05,
850,,,,,,,,Flat,167,Wood,RES3,,1.05,
851,,,,,,,,Flat,167,Wood,RES3,,1.05,
852,,,,,,,,Flat,167,Wood,RES3,,1.05,
853,,,,,,,,Flat,167,Wood,RES3,,1.05,
854,,,,,,,,Flat,167,Wood,RES3,,1.05,
855,,,,,,,,Flat,167,Wood,RES3,,1.05,
856,,,,,,,,Flat,167,Wood,RES3,,1.05,
857,,,,,,,,Flat,167,Wood,RES3,,1.05,
858,,,,,,,,Flat,167,Wood,RES3,,1.05,
859,,,,,,,,Flat,167,Wood,RES3,,1.05,
860,,,,,,,,Flat,167,Wood,RES3,,1.05,
861,,,,,,,,Flat,167,Wood,RES3,,1.05,
862,,,,,,,,Flat,167,Wood,RES3,,1.05,
863,,,,,,,,Flat,167,Wood,RES3,,1.05,
864,,,,,,,,Flat,167,Wood,RES3,,1.05,
865,,,,,,,,Flat,167,Wood,RES3,,1.05,
866,,,,,,,,Flat,167,Wood,RES3,,1.05,
867,,,,,,,,Flat,167,Wood,RES3,,1.05,
868,,,,,,,,Flat,167,Wood,RES3,,1.05,
869,,,,,,,,Flat,167,Wood,RES3,,1.05,
870,,,,,,,,Flat,167,Wood,RES3,,1.05,
871,,,,,,,,Flat,167,Wood,RES3,,1.05,
872,,,,,,,,Flat,167,Wood,RES3,,1.05,
873,,,,,,,,Flat,167,Wood,RES3,,1.05,
874,,,,,,,,Flat,167,Wood,RES3,,1.05,
875,,,,,,,,Flat,167,Wood,RES3,,1.05,
876,,,,,,,,Flat,167,Wood,RES3,,1.05,
877,,,,,,,,Flat,167,Wood,RES3,,1.05,
878,,,,,,,,Flat,167,Wood,RES3,,1.05,
879,,,,,,,,Flat,167,Wood,RES3,,1.05,
880,,,,,,,,Flat,167,Wood,RES3,,1.05,
881,,,,,,,,Flat,167,Wood,RES3,,1.05,
882,,,,,,,,Flat,167,Wood,RES3,,1.05,
883,,,,,,,,Flat,167,Wood,RES3,,1.05,
884,,,,,,,,Flat,167,Wood,RES3,,1.05,
885,,,,,,,,Flat,167,Wood,RES3,,1.05,
886,,,,,,,,Flat,167,Wood,RES3,,1.05,
887,,,,,,,,Flat,167,Wood,RES3,,1.05,
888,,,,,,,,Flat,167,Wood,RES3,,1.05,
889,,,,,,,,Flat,167,Wood,RES3,,1.05,
890,,,,,,,,Flat,167,Wood,RES3,,1.05,
891,,,,,,,,Flat,167,Wood,RES3,,1.05,
892,,,,,,,,Flat,167,Wood,RES3,,1.05,
893,,,,,,,,Flat,167,Wood,RES3,,1.05,
894,,,,,,,,Flat,167,Wood,RES3,,1.05,
895,,,,,,,,Flat,167,Wood,RES3,,1.05,
896,,,,,,,,Flat,167,Wood,RES3,,1.05,
897,,,,,,,,Flat,167,Wood,RES3,,1.05,
898,,,,,,,,Flat,167,Wood,RES3,,1.05,
899,,,,,,,,Flat,167,Wood,RES3,,1.05,
900,,,,,,,,Flat,167,Wood,RES3,,1.05,
901,,,,,,,,Flat,167,Wood,RES3,,1.05,
902,,,,,,,,Flat,167,Wood,RES3,,1.05,
903,,,,,,,,Flat,167,Wood,RES3,,1.05,
904,,,,,,,,Flat,167,Wood,RES3,,1.05,
905,,,,,,,,Flat,167,Wood,RES3,,1.05,
906,,,,,,,,Flat,167,Wood,RES3,,1.05,
907,,,,,,,,Flat,167,Wood,RES3,,1.05,
908,,,,,,,,Flat,167,Wood,RES3,,1.05,
909,,,,,,,,Flat,167,Wood,RES3,,1.05,
910,,,,,,,,Flat,167,Wood,RES3,,1.05,
911,,,,,,,,Flat,167,Wood,RES3,,1.05,
912,,,,,,,,Flat,167,Wood,RES3,,1.05,
913,,,,,,,,Flat,167,Wood,RES3,,1.05,
914,,,,,,,,Flat,167,Wood,RES3,,1.05,
915,,,,,,,,Flat,167,Wood,RES3,,1.05,
916,,,,,,,,Flat,167,Wood,RES3,,1.05,
917,,,,,,,,Flat,167,Wood,RES3,,1.05,
918,,,,,,,,Flat,167,Wood,RES3,,1.05,
919,,,,,,,,Flat,167,Wood,RES3,,1.05,
920,,,,,,,,Flat,167,Wood,RES3,,1.05,
921,,,,,,,,Flat,167,Wood,RES3,,1.05,
922,,,,,,,,Flat,167,Wood,RES3,,1.05,
923,,,,,,,,Flat,167,Wood,RES3,,1.05,
924,,,,,,,,Flat,167,Wood,RES3,,1.05,
925,,,,,,,,Flat,167,Wood,RES3,,1.05,
926,,,,,,,,Flat,167,Wood,RES3,,1.05,
927,,,,,,,,Flat,167,Wood,RES3,,1.05,
928,,,,,,,,Flat,167,Wood,RES3,,1.05,
929,,,,,,,,Flat,167,Wood,RES3,,1.05,
930,,,,,,,,Flat,167,Wood,RES3,,1.05,
931,,,,,,,,Flat,167,Wood,RES3,,1.05,
